domain,base_url,selector_hospital_names,official_url_examples,sources,total_records
zitong.gov.cn,https://www.cqsfybjy.com/,,http://www.zitong.gov.cn/xwzx/gggs/44383276.html,官网url.txt,1
zizhong.gov.cn,https://www.cqsfybjy.com/,,https://www.zizhong.gov.cn/zzx/gsgg/202506/56dff393ae234287bb57547bc74be338.shtml,官网url.txt,1
zjxjjzx.cn,https://www.cqsfybjy.com/,,http://www.zjxjjzx.cn/a/gongshigonggao/2022/1124/552.html,官网url.txt,1
zp.fyyy.com,https://www.cqsfybjy.com/,,https://zp.fyyy.com/,官网url.txt,1
zssy.com.cn,https://www.cqsfybjy.com/,,https://www.zssy.com.cn/Home/ContentDetail/zssy?articleID=112013,官网url.txt,1
ztxbjy.cn,https://www.cqsfybjy.com/,,https://www.ztxbjy.cn/contents/43/302.html,官网url.txt,1
zydsyy120.com,https://www.cqsfybjy.com/,,https://www.zydsyy120.com/go.htm?url=article_detail&id=7679,官网url.txt,1
zypta.org.cn,https://www.cqsfybjy.com/,,https://www.zypta.org.cn/zyks/news/show/17776,官网url.txt,1
zysyjqrmyy.com,https://www.cqsfybjy.com/,,http://www.zysyjqrmyy.com/newsinfo/2428527.html,官网url.txt,1
zzrmyy120.com,https://www.cqsfybjy.com/,,https://www.zzrmyy120.com/go.htm?url=news_detail&id=68752,官网url.txt,1
